RowNumber,Loan_ID,CustomerId,Surname,Designation,Education,Self_Employed,CreditScore,Credit_History,Geography,Property_Area,Married,Gender,Age,Tenure,Balance,HasCar,NumOfProducts,HasCrCard,IsActiveMember,Dependents,ApplicantIncome,CoapplicantIncome, EstimatedSalary ,Exited,No Customer,LoanAmount,Loan_Status
572,LP002847,15730076,Osborne,Executive,Graduate,No,651,No,France,Urban,Divorced,Male,45,1,0,Yes,Yes,Yes,No,0,5116,1451,"67,740",1,1,868,Not Approved
573,LP002855,15622003,Carslaw,Executive,Graduate,No,745,Yes,France,Urban,Divorced,Male,35,9,92566.53,Yes,2,Yes,No,2,16666,0,"1,61,520",0,1,537,Loan Approved
574,LP002862,15607312,Ch'ang,Manager,Not Graduate,No,648,Yes,Spain,Semiurban,Divorced,Female,49,10,0,Yes,2,Yes,Yes,2,6125,1625,"1,59,836",1,1,882,Not Approved
575,LP002863,15644753,Hung,Manager,Graduate,No,848,Yes,Spain,Semiurban,Divorced,Male,40,3,110929.96,Yes,Yes,Yes,Yes,3+,6406,0,"30,877",0,1,956,Not Approved
576,LP002868,15653620,Gordon,VP,Graduate,No,546,Yes,France,Urban,Married,Female,27,8,0,Yes,2,Yes,Yes,2,3159,461,"14,858",0,1,801,Loan Approved
577,LP002872,15761986,Obialo,Executive,Graduate,No,439,No,Spain,Semiurban,Married,Female,32,3,138901.61,Yes,Yes,Yes,No,0,3087,2210,"75,686",0,1,473,Not Approved
578,LP002874,15633922,Gray,Manager,Graduate,No,755,Yes,France,Urban,Not Married,Male,30,4,123217.66,No,2,No,Yes,0,3229,2739,"1,44,183",0,1,913,Loan Approved
579,LP002877,15734674,Lin,Executive,Graduate,No,593,Yes,France,Rural,Divorced,Female,41,6,0,Yes,Yes,Yes,No,1,1782,2232,"65,171",0,1,896,Loan Approved
580,LP002888,15658032,Hopkins,Executive,Graduate,No,701,Yes,France,Urban,Not Married,Male,39,2,0,Yes,2,Yes,Yes,0,3182,2917,"82,527",0,1,891,Loan Approved
581,LP002892,15692671,Dobson,Manager,Graduate,No,701,Yes,Spain,Semiurban,Divorced,Male,36,8,0,Yes,2,Yes,No,2,6540,0,"1,69,161",0,1,948,Loan Approved
582,LP002893,15737741,McKay,Manager,Graduate,No,607,Yes,Spain,Urban,Not Married,Female,33,2,108431.87,No,2,No,Yes,0,1836,33837,"1,09,291",1,1,778,Not Approved
583,LP002894,15576352,Revell,AVP,Graduate,No,586,Yes,Spain,Semiurban,Married,Female,57,3,0,No,2,No,Yes,0,3166,0,"6,058",0,1,251,Loan Approved
584,LP002898,15753719,Rickards,Executive,Graduate,No,547,Yes,Germany,Rural,Divorced,Female,30,9,72392.41,Yes,Yes,Yes,No,1,1880,0,"77,077",0,1,987,Not Approved
585,LP002911,15803689,Begum,Sr Manager,Graduate,No,647,No,Germany,Rural,Divorced,Female,51,1,119741.77,No,2,No,No,1,2787,1917,"54,955",1,1,184,Not Approved
586,LP002912,15718057,Onyinyechukwuka,Manager,Graduate,No,760,Yes,France,Rural,Divorced,Female,51,2,100946.71,No,Yes,No,No,1,4283,3000,"1,79,615",1,1,451,Not Approved
587,LP002916,15722010,Zuyev,AVP,Graduate,No,621,Yes,Spain,Urban,Married,Male,53,9,170491.84,Yes,Yes,Yes,No,0,2297,1522,"35,588",1,1,166,Loan Approved
588,LP002917,15680998,Nwankwo,Manager,Not Graduate,No,725,Yes,France,Semiurban,Not Married,Male,44,5,0,Yes,Yes,Yes,Yes,0,2165,0,"1,17,356",0,1,729,Loan Approved
589,LP002925,15614782,Hao,Sr Manager,Graduate,No,526,Yes,France,Semiurban,Not Married,Male,36,1,0,Yes,Yes,Yes,No,0,4750,0,"1,60,697",0,1,277,Loan Approved
590,LP002926,15591047,Ma,Manager,Graduate,Yes,519,No,Spain,Semiurban,Divorced,Female,47,6,157296.02,No,2,No,No,2,2726,0,"1,47,278",1,1,703,Not Approved
591,LP002928,15788291,Okwuadigbo,Executive,Graduate,No,713,Yes,Germany,Semiurban,Married,Female,38,7,144606.22,Yes,Yes,Yes,Yes,0,3000,3416,"56,594",1,1,435,Loan Approved
592,LP002931,15604044,Mitchell,Manager,Graduate,Yes,700,Yes,France,Semiurban,Divorced,Male,38,8,134811.3,Yes,Yes,Yes,No,2,6000,0,"1,300",0,1,871,Not Approved
593,LP002933,15679587,Chan,Manager,Graduate,Yes,666,Yes,France,Semiurban,Not Married,Female,34,9,115897.12,Yes,Yes,Yes,Yes,3+,9357,0,"25,095",0,1,444,Loan Approved
594,LP002936,15775153,Buchi,Executive,Graduate,No,630,Yes,Spain,Rural,Married,Male,32,4,82034,No,Yes,No,No,0,3859,3300,"1,46,326",0,1,643,Loan Approved
595,LP002938,15603925,Greco,Manager,Graduate,Yes,779,Yes,Spain,Urban,Divorced,Female,26,4,174318.13,No,2,No,Yes,0,16120,0,"38,296",0,1,495,Loan Approved
596,LP002940,15680970,Lombardi,Executive,Not Graduate,No,611,Yes,Germany,Rural,Not Married,Female,41,2,114206.84,Yes,Yes,Yes,No,0,3833,0,"1,64,062",0,1,580,Loan Approved
597,LP002941,15697183,Uchenna,Manager,Not Graduate,Yes,685,Yes,Spain,Rural,Divorced,Male,43,9,0,Yes,2,Yes,No,2,6383,1000,"1,07,811",0,1,558,Not Approved
598,LP002943,15567446,Coffman,Manager,Graduate,No,646,No,Germany,Semiurban,Not Married,Male,39,9,111574.41,Yes,Yes,Yes,Yes,0,2987,0,"30,839",0,1,987,Not Approved
599,LP002945,15637476,Alexandrova,Manager,Graduate,Yes,683,Yes,Germany,Rural,Divorced,Female,57,5,162448.69,No,Yes,No,No,0,9963,0,"9,222",1,1,313,Loan Approved
600,LP002948,15714939,Fallaci,Manager,Graduate,No,484,Yes,Germany,Urban,Divorced,Female,34,4,148249.54,No,Yes,No,Yes,2,5780,0,"33,738",0,1,732,Loan Approved
601,LP002949,15683503,Hudson,Sr Manager,Graduate,No,601,Yes,France,Urban,Not Married,Female,43,8,0,No,3,No,Yes,3+,416,41667,"1,10,916",1,1,523,Not Approved
602,LP002950,15645569,Mai,Manager,Not Graduate,No,762,Yes,Spain,Rural,Married,Female,26,7,123709.46,Yes,2,Yes,Yes,0,2894,2792,"1,69,655",0,1,744,Loan Approved
603,LP002953,15782569,Stout,Manager,Graduate,No,687,Yes,France,Urban,Divorced,Female,72,9,0,No,Yes,No,Yes,3+,5703,0,"69,829",0,1,381,Loan Approved
604,LP002958,15592387,Burke,Sr Manager,Graduate,No,566,Yes,France,Rural,Not Married,Male,30,5,0,Yes,Yes,Yes,No,0,3676,4301,"54,927",1,1,663,Loan Approved
605,LP002959,15609286,Chadwick,Executive,Graduate,No,702,Yes,France,Semiurban,Married,Male,37,10,150525.8,Yes,Yes,Yes,Yes,1,12000,0,"94,728",0,1,716,Loan Approved
606,LP002960,15814035,Lawrence,Manager,Not Graduate,No,601,Yes,France,Urban,Married,Male,29,9,0,Yes,Yes,Yes,Yes,0,2400,3800,"80,393",0,1,371,Not Approved
607,LP002961,15661249,Bellucci,Manager,Graduate,No,699,Yes,France,Semiurban,Married,Male,53,4,0,No,2,No,Yes,1,3400,2500,"1,11,308",0,1,391,Loan Approved
608,LP002964,15629117,Harper,Executive,Not Graduate,No,584,Yes,France,Rural,Married,Male,28,10,0,Yes,2,Yes,No,2,3987,1411,"19,834",0,1,430,Loan Approved
609,LP002974,15607170,Boyle,Sr Manager,Graduate,No,699,Yes,France,Rural,Married,Male,35,5,0,Yes,2,Yes,Yes,0,3232,1950,"78,397",0,1,427,Loan Approved
610,LP002978,15586585,Duncan,Sr Manager,Graduate,No,698,Yes,Germany,Rural,Not Married,Female,51,2,111018.98,Yes,Yes,Yes,No,0,2900,0,"86,410",0,1,477,Loan Approved
611,LP002979,15686611,Moss,Manager,Graduate,No,495,Yes,France,Rural,Married,Male,30,10,129755.99,No,Yes,No,No,3+,4106,0,"1,72,750",0,1,406,Loan Approved
612,LP002983,15603203,Avdeyeva,AVP,Graduate,No,650,Yes,France,Urban,Married,Female,27,6,0,Yes,2,Yes,No,1,8072,240,"1,002",0,1,224,Loan Approved
613,LP002984,15619857,Crawford,Sr Manager,Graduate,No,605,Yes,France,Urban,Married,Female,64,2,129555.7,Yes,Yes,Yes,Yes,2,7583,0,"13,602",0,1,606,Loan Approved
614,LP002990,15805062,Lynton,Manager,Graduate,Yes,667,No,Spain,Semiurban,Not Married,Male,38,1,87202.38,Yes,Yes,Yes,Yes,0,4583,0,"77,867",0,1,848,Not Approved
